0;59389
0;88300
0;10980
0;53842
0;76615
0;28185
0;134922
0;43304
0;22249
0;57591
0;50750
0;101721
0;142351
0;109184
0;45059
0;86579
0;22232
0;30819
0;100451
0;117691
0;121877
0;110670
0;28414
0;148597
0;144496
0;24010
0;11188
0;65784
1;45059
0;91450
0;9553
0;6339
0;128002
0;61628
1;121877
0;58482
1;86579
0;146802
0;138283
0;8207
0;2715
0;64171
1;53842
0;87100
0;22569
0;135157
1;101721
0;88371
0;64992
0;113318
0;104075
0;29462
0;65117
0;3910
0;94982
0;1604
0;48089
0;63343
0;23819
0;47620
0;30683
0;16826
0;10969
2;53842
0;29337
0;57886
0;53579
0;132098
0;44045
0;135911
0;142809
0;125701
0;146171
0;86160
0;14227
0;87191
0;114242
0;11994
0;133499
1;22232
1;53579
0;84545
0;148596
0;142164
0;47699
0;133625
0;129524
0;31542
0;119913
0;74766
0;99371
0;11021
0;31763
0;106376
0;25767
0;76475
0;68845
0;127894
0;55142
0;51526
0;25872
0;114261
0;13152
0;88115
0;74976
0;118204
0;67847
0;82952
0;141594
3;53842
0;86849
0;69034
0;145163
0;69400
0;142868
4;53842
0;144343
0;86746
0;80349
0;117728
0;102010
0;85177
0;144363
0;504
0;85474
0;23188
0;128028
0;36985
0;65790
0;74980
0;114876
0;78343
0;70806
0;87879
0;28329
0;26364
0;7184
0;92459
0;19683
0;106397
0;56260
0;100722
0;52759
1;118204
0;92473
0;139564
0;85360
0;6432
0;12986
0;51225
0;92422
1;142809
0;55813
1;146171
0;113015
0;22838
1;48089
1;61628
0;45411
1;88300
0;96608
0;101208
0;99683
0;60295
0;95434
0;7323
0;149268
0;82655
0;19606
0;923
1;144363
0;97078
0;11178
0;146447
0;68720
0;11190
0;20648
0;131431
0;146230
0;149283
0;33014
0;81161
0;91148
0;88550
0;30067
0;144378
0;121467
0;111746
0;87593
0;58899
0;74982
0;13995
1;99371
0;117333
0;58903
0;62337
0;126748
0;25092
2;61628
0;125464
0;117095
0;37123
0;124963
0;148085
0;129308
0;65674
0;113550
0;113649
0;29442
0;134892
0;22163
0;45057
0;88329
0;78341
0;992
0;139277
0;141931
0;133618
0;127501
0;2545
0;117714
0;105103
0;101419
0;98659
1;148597
0;11351
0;71122
0;102450
0;101230
0;139038
2;101721
1;145163
0;38613
0;84713
0;129544
0;33249
0;74984
0;135442
2;146171
0;30549
2;45059
0;10979
0;92468
0;45074
0;111393
0;121550
0;84454
0;23785
0;27912
2;53579
0;88125
0;135752
0;22268
1;129308
0;136971
0;69438
0;65524
0;126243
0;80104
0;43444
0;132094
0;135735
0;46842
0;8647
0;45069
0;46279
1;58482
0;60019
0;26616
0;128871
0;71899
0;55799
0;106113
0;1104
0;76519
0;124867
0;34404
0;100919
3;101721
0;129539
0;75113
1;98659
1;80104
0;41321
1;57591
0;49748
0;4562
1;51526
0;102776
0;109642
0;83480
0;121374
0;25441
0;128795
0;30967
0;69611
0;71296
1;111393
0;46681
0;7199
3;45059
0;51287
0;62067
0;28323
0;85545
0;50184
0;9538
0;121545
1;9538
0;55546
5;53842
0;130026
0;11193
1;88550
0;12473
1;88371
0;95650
0;71121
0;59062
0;22065
1;85545
2;99371
0;96931
0;44327
0;57450
0;102535
0;66551
0;64994
0;28176
0;94010
0;10790
0;96455
1;84713
0;63863
0;58192
0;137229
0;5060
0;0
0;96048
0;8806
0;6592
0;40071
2;129308
0;78825
0;134722
0;123445
0;128342
0;105899
0;143110
1;11193
0;43184
0;81976
0;142961
6;53842
0;145900
0;124617
0;90119
0;130354
0;80621
0;22177
0;131055
3;53579
0;25099
2;98659
0;129532
3;99371
1;84545
1;119913
0;65316
0;128129
1;51225
0;149457
0;42488
0;74478
0;87458
0;38612
0;2634
0;47540
0;29622
0;29357
0;29957
0;48398
0;66335
0;42719
1;8207
0;76612
0;121796
1;74980
0;6401
0;14265
0;14212
0;72071
0;76301
0;91424
0;39622
0;44388
0;90930
0;146995
0;68053
1;149268
0;97587
0;149059
0;45831
0;63844
0;109188
0;131061
0;38149
0;76575
1;7184
0;62955
0;8631
0;32521
3;98659
0;96549
0;121573
0;142365
0;86748
0;94631
0;62871
0;118321
0;16819
0;86884
0;54584
0;68554
0;27394
0;41107
0;126229
0;123348
0;100450
0;18070
0;144227
1;86746
0;121295
0;129534
0;69442
0;93240
0;98645
0;13503
0;131046
1;1604
0;2549
0;53802
1;8806
0;78345
0;45658
0;89346
0;120949
0;131668
0;60240
3;146171
0;136440
1;60019
0;20114
0;91449
0;30303
0;86737
0;29351
1;62337
2;8806
0;84530
2;80104
0;38598
0;52270
0;34862
0;45073
0;67047
0;33270
0;7075
0;111734
0;107310
0;0
2;88300
0;125646
1;84530
0;70058
0;146227
0;57586
1;85360
0;51670
0;142962
2;51225
1;126243
0;134001
2;45073
0;32237
0;146233
1;51670
0;9758
0;26885
1;121573
0;125977
1;46681
0;146811
0;28689
0;42331
1;135157
0;74944
1;139038
1;92473
1;38613
0;26620
0;5330
0;21485
2;126243
0;18196
0;82191
0;49733
0;46946
0;83746
0;69545
0;83942
0;88389
0;67465
0;67970
0;91226
0;138084
0;97079
0;109221
0;23813
2;88371
0;75789
0;131494
0;89654
1;76475
0;128115
0;124034
0;44464
0;74966
0;38746
0;131151
0;88325
0;86892
0;45068
2;121573
0;123446
0;121897
0;85570
0;126592
0;135737
0;55236
4;53579
0;26175
0;33846
0;21962
0;8210
0;125449
0;127962
0;63850
